date,sku,product_name,qty_sold,unit_price,sales_amount,expiry_date
2025-07-25,SKU0007,Haleeb Fresh Milk 500ml,29,181.31,5352.07,2025-12-07
2025-07-25,SKU0008,Nurpur Milk 1L,16,149.39,2508.86,2025-10-04
2025-07-25,SKU0012,Nestle Yogurt 900g,0,72.85,0.0,2025-08-15
2025-07-25,SKU0013,Tarang Dahi 500g,17,121.81,2082.8,2025-11-10
2025-07-25,SKU0014,Tarang Dahi 1kg,4,127.69,515.82,2025-09-08
2025-07-25,SKU0015,Olpers Cheese Slices 200g,14,204.42,2811.3,2026-02-16
2025-07-25,SKU0016,Olpers Cheese Slices 400g,24,232.22,5365.94,2025-11-21
2025-07-25,SKU0017,Nurpur Butter 200g,12,263.73,3254.73,2026-02-06
2025-07-25,SKU0019,Coca Cola Coke 500ml,6,53.14,334.57,2026-05-14
2025-07-25,SKU0021,Coca Cola Coke 2.25L,9,120.16,1118.77,2026-03-16
2025-07-25,SKU0024,Pepsi Pepsi 1.5L,14,140.83,2038.48,2026-01-02
2025-07-25,SKU0025,Pepsi Pepsi 2.25L,29,110.71,3091.29,2026-05-13
2025-07-25,SKU0026,7UP 7UP 250ml,21,143.3,2985.75,2026-04-09
2025-07-25,SKU0028,7UP 7UP 1.5L,26,85.11,2210.49,2026-03-02
2025-07-25,SKU0029,Sprite Sprite 250ml,12,120.31,1455.06,2026-09-09
2025-07-25,SKU0032,Fanta Orange 500ml,25,96.43,2497.52,2026-08-08
2025-07-25,SKU0033,Fanta Orange 1.5L,8,77.25,589.29,2026-04-25
2025-07-25,SKU0035,Shezan Mango Juice 1L,12,133.08,1673.04,2026-05-27
2025-07-25,SKU0037,Nestle Pure Life Water 500ml,4,43.78,177.93,2027-05-06
2025-07-25,SKU0039,Aquafina Water 500ml,17,33.38,583.41,2027-07-17
2025-07-25,SKU0040,Aquafina Water 1.5L,2,46.63,96.69,2027-01-05
2025-07-25,SKU0041,Gourmet Green Tea 25 bags,30,247.17,7578.1,2026-09-02
2025-07-25,SKU0043,Gourmet Green Tea 100 bags,27,300.65,7897.68,2026-09-20
2025-07-25,SKU0044,Lipton Yellow Label Tea 100 bags,19,408.12,8009.05,2026-09-04
2025-07-25,SKU0046,Vital Energy Drink 250ml,30,81.95,2465.15,2027-01-11
2025-07-25,SKU0048,Lays Masala Chips 68g,8,87.27,723.97,2025-12-28
2025-07-25,SKU0052,Kolson Slanty 40g,26,42.2,1108.95,2026-02-22
2025-07-25,SKU0053,Super Crisp Nimko 100g,6,87.85,514.78,2026-02-02
2025-07-25,SKU0054,Super Crisp Nimko 200g,12,81.0,985.56,2026-01-20
2025-07-25,SKU0055,Cheetos Crunchy 48g,6,42.95,259.12,2025-09-25
2025-07-25,SKU0058,Peek Freans Sooper Biscuit Family Pack,9,72.31,638.73,2026-01-04
2025-07-25,SKU0059,Peek Freans Sooper Biscuit Half Roll,7,68.8,461.8,2026-03-22
2025-07-25,SKU0060,Peek Freans Chocolate Chip 90g,21,65.18,1304.56,2025-12-13
2025-07-25,SKU0061,Jubilee Chocolate Biscuit 90g,21,51.42,1060.03,2026-03-02
2025-07-25,SKU0062,Jubilee Coconut Biscuit 90g,34,56.07,1891.53,2025-10-31
2025-07-25,SKU0065,Rio Wafer 18g,15,44.67,643.06,2025-11-02
2025-07-25,SKU0066,Rio Wafer 45g,30,21.4,617.09,2026-04-15
2025-07-25,SKU0068,English Biscuit White Bread Large,2,79.66,160.7,2025-10-22
2025-07-25,SKU0069,English Biscuit Brown Bread Medium,18,73.13,1291.52,2025-07-18
2025-07-25,SKU0070,English Biscuit Brown Bread Large,20,71.55,1425.86,2025-09-17
2025-07-25,SKU0071,Peek Freans Cake Rusk Regular,18,150.19,2676.97,2025-08-18
2025-07-25,SKU0072,Peek Freans Cake Rusk Chocolate,7,191.46,1279.14,2025-10-15
2025-07-25,SKU0074,Bake Parlor Rusk Plain,0,114.16,0.0,2026-01-07
2025-07-25,SKU0076,Dawn White Bread Medium,29,89.52,2631.49,2025-11-24
2025-07-25,SKU0078,National Biryani Masala 100g,17,51.78,903.87,2027-01-05
2025-07-25,SKU0080,National Nihari Masala 50g,32,74.85,2294.91,2027-11-04
2025-07-25,SKU0081,Shan Biryani Masala 50g,24,40.95,1021.79,2027-03-03
2025-07-25,SKU0083,Shan Chicken Tikka 50g,10,52.99,504.27,2027-08-16
2025-07-25,SKU0085,Mehran Seekh Kabab 50g,21,51.47,1098.72,2026-08-06
2025-07-25,SKU0086,Dalda Cooking Oil 1L,6,700.03,4235.99,2026-09-08
2025-07-25,SKU0087,Dalda Cooking Oil 2.5L,23,310.29,7243.65,2026-08-29
2025-07-25,SKU0088,Dalda Cooking Oil 5L,7,1034.02,7307.69,2026-11-22
2025-07-25,SKU0090,Habib Banaspati 2.5kg,10,344.02,3349.46,2026-09-18
2025-07-25,SKU0091,Eva Cooking Oil 1L,25,387.42,9571.01,2027-02-24
2025-07-25,SKU0093,Tapal Danedar Tea 190g,23,266.55,6175.46,2027-10-20
2025-07-25,SKU0094,Tapal Danedar Tea 475g,17,465.01,7677.56,2027-03-20
2025-07-25,SKU0098,Vital Tea 475g,21,346.22,7535.84,2027-03-21
2025-07-25,SKU0100,Sufi Basmati Rice 10kg,24,1230.04,28249.75,2027-03-04
2025-07-25,SKU0102,Guard Super Basmati 10kg,24,901.45,22481.21,2027-04-05
2025-07-25,SKU0103,Mehran Basmati Rice 5kg,22,650.88,13746.39,2026-11-17
2025-07-25,SKU0104,Shangrila Vermicelli 200g,14,99.49,1399.23,2026-04-23
2025-07-25,SKU0105,Shangrila Vermicelli 400g,12,102.06,1238.07,2026-06-07
2025-07-25,SKU0110,Shan Red Chilli Powder 200g,6,83.29,491.6,2026-11-02
2025-07-25,SKU0112,Lux Beauty Soap 3-pack,17,146.83,2435.16,2028-07-08
2025-07-25,SKU0113,Lux Beauty Soap 6-pack,18,255.81,4465.19,2027-12-11
2025-07-25,SKU0114,Lifebuoy Soap 3-pack,34,229.35,7427.67,2027-09-29
2025-07-25,SKU0116,Safeguard Soap 3-pack,7,179.26,1279.3,2028-09-09
2025-07-25,SKU0117,Dettol Soap 3-pack,5,189.53,913.95,2027-10-13
2025-07-25,SKU0118,Dove Beauty Bar 100g,22,177.77,4030.29,2028-05-30
2025-07-25,SKU0119,Dove Beauty Bar 3-pack,31,300.96,9297.66,2028-01-18
2025-07-25,SKU0121,Fair & Lovely Cream 50g,12,105.22,1255.08,2027-11-12
2025-07-25,SKU0123,Pond's Face Cream 50g,7,248.1,1764.0,2027-12-28
2025-07-25,SKU0124,Pantene Shampoo 180ml,17,389.99,6614.82,2028-01-02
2025-07-25,SKU0126,Pantene Shampoo 650ml,12,201.28,2454.68,2028-01-25
2025-07-25,SKU0127,Head & Shoulders Shampoo 185ml,15,445.74,6728.31,2028-03-13
2025-07-25,SKU0128,Head & Shoulders Shampoo 400ml,27,404.28,10683.52,2028-01-19
2025-07-25,SKU0129,Sunsilk Shampoo 180ml,26,257.35,6733.27,2027-09-08
2025-07-25,SKU0131,Clear Shampoo 185ml,25,386.64,10030.51,2028-03-03
2025-07-25,SKU0132,Clear Shampoo 400ml,1,384.11,398.01,2027-08-06
2025-07-25,SKU0133,Colgate Toothpaste 75g,19,116.87,2264.84,2028-06-14
2025-07-25,SKU0135,Close Up Toothpaste 75g,9,195.77,1776.6,2027-11-16
2025-07-25,SKU0136,Close Up Toothpaste 150g,24,109.65,2712.85,2028-01-08
2025-07-25,SKU0137,Sensodyne Toothpaste 75g,20,279.78,5418.69,2028-06-17
2025-07-25,SKU0138,Surf Excel Detergent 1kg,25,1295.0,32387.81,2027-11-04
2025-07-25,SKU0139,Surf Excel Detergent 3kg,14,1148.22,16552.97,2028-01-29
2025-07-25,SKU0140,Surf Excel Detergent 6kg,12,1065.64,12478.49,2027-11-21
2025-07-25,SKU0141,Ariel Detergent 1kg,24,719.5,17662.67,2028-05-14
2025-07-25,SKU0142,Ariel Detergent 3kg,24,569.05,13512.03,2028-03-31
2025-07-25,SKU0143,Bonus Detergent 1kg,24,570.77,13766.02,2027-11-21
2025-07-25,SKU0144,Bonus Detergent 3kg,23,277.9,6585.99,2027-09-23
2025-07-25,SKU0145,Wheel Detergent 1kg,20,131.51,2701.79,2027-08-28
2025-07-25,SKU0147,Harpic Toilet Cleaner 1L,10,273.89,2689.58,2028-10-10
2025-07-25,SKU0148,Dettol Disinfectant 500ml,20,270.99,5666.05,2027-12-03
2025-07-25,SKU0150,Vim Dishwash Bar 250g,24,74.42,1776.4,2028-01-03
2025-07-25,SKU0151,Vim Dishwash Bar 500g,21,98.09,1977.7,2028-07-13
2025-07-25,SKU0152,K&N's Chicken Nuggets 500g,24,553.78,13894.35,2026-07-01
2025-07-25,SKU0153,K&N's Chicken Nuggets 1kg,18,732.62,12766.41,2026-06-24
2025-07-25,SKU0156,Menu Plain Paratha 20-pack,8,245.1,1963.32,2026-05-18
2025-07-25,SKU0157,Menu Plain Paratha 30-pack,21,374.91,8242.63,2026-07-16
2025-07-25,SKU0158,Makkhan Paratha 20-pack,4,223.36,850.09,2026-04-30
2025-07-25,SKU0159,Walls Ice Cream Cornetto Single,4,82.04,313.5,2026-05-15
2025-07-26,SKU0001,Nestle Everyday Milk 1L,39,160.27,5971.43,2025-08-20
2025-07-26,SKU0005,Olpers Full Cream Milk 500ml,16,248.34,4096.11,2025-08-18
2025-07-26,SKU0006,Haleeb Fresh Milk 1L,32,216.19,6727.39,2025-09-14
2025-07-26,SKU0007,Haleeb Fresh Milk 500ml,34,181.31,6218.43,2025-08-15
2025-07-26,SKU0008,Nurpur Milk 1L,23,149.39,3571.15,2025-12-01
2025-07-26,SKU0012,Nestle Yogurt 900g,5,72.85,374.08,2025-08-13
2025-07-26,SKU0013,Tarang Dahi 500g,18,121.81,2294.39,2025-08-03
2025-07-26,SKU0014,Tarang Dahi 1kg,7,127.69,908.04,2025-10-15
2025-07-26,SKU0015,Olpers Cheese Slices 200g,16,204.42,3226.06,2025-10-10
2025-07-26,SKU0016,Olpers Cheese Slices 400g,33,232.22,7604.93,2026-02-21
2025-07-26,SKU0017,Nurpur Butter 200g,7,263.73,1861.89,2025-09-22
2025-07-26,SKU0019,Coca Cola Coke 500ml,7,53.14,377.57,2026-08-22
2025-07-26,SKU0021,Coca Cola Coke 2.25L,8,120.16,988.4,2026-06-14
2025-07-26,SKU0024,Pepsi Pepsi 1.5L,11,140.83,1537.45,2026-02-13
2025-07-26,SKU0025,Pepsi Pepsi 2.25L,36,110.71,3836.81,2026-07-06
2025-07-26,SKU0026,7UP 7UP 250ml,31,143.3,4238.4,2026-07-20
2025-07-26,SKU0028,7UP 7UP 1.5L,31,85.11,2764.89,2026-02-28
2025-07-26,SKU0029,Sprite Sprite 250ml,16,120.31,1966.21,2026-03-14
2025-07-26,SKU0032,Fanta Orange 500ml,35,96.43,3355.67,2026-07-17
2025-07-26,SKU0033,Fanta Orange 1.5L,10,77.25,745.18,2026-05-24
2025-07-26,SKU0035,Shezan Mango Juice 1L,18,133.08,2503.51,2026-03-10
2025-07-26,SKU0037,Nestle Pure Life Water 500ml,6,43.78,273.34,2027-04-29
2025-07-26,SKU0039,Aquafina Water 500ml,14,33.38,457.89,2026-12-27
2025-07-26,SKU0040,Aquafina Water 1.5L,4,46.63,180.91,2027-01-16
2025-07-26,SKU0041,Gourmet Green Tea 25 bags,33,247.17,7785.65,2027-05-14
2025-07-26,SKU0043,Gourmet Green Tea 100 bags,30,300.65,8666.02,2026-07-26
2025-07-26,SKU0044,Lipton Yellow Label Tea 100 bags,23,408.12,9656.24,2026-09-04
2025-07-26,SKU0046,Vital Energy Drink 250ml,37,81.95,3132.91,2026-09-13
2025-07-26,SKU0048,Lays Masala Chips 68g,6,87.27,536.64,2025-11-16
2025-07-26,SKU0052,Kolson Slanty 40g,30,42.2,1222.3,2026-03-07
2025-07-26,SKU0053,Super Crisp Nimko 100g,7,87.85,611.44,2026-02-02
2025-07-26,SKU0054,Super Crisp Nimko 200g,7,81.0,587.5,2026-01-01
2025-07-26,SKU0055,Cheetos Crunchy 48g,5,42.95,217.92,2025-12-25
2025-07-26,SKU0058,Peek Freans Sooper Biscuit Family Pack,14,72.31,1046.88,2025-11-02
2025-07-26,SKU0059,Peek Freans Sooper Biscuit Half Roll,6,68.8,428.08,2025-10-09
2025-07-26,SKU0060,Peek Freans Chocolate Chip 90g,27,65.18,1747.77,2025-11-19
2025-07-26,SKU0061,Jubilee Chocolate Biscuit 90g,22,51.42,1100.51,2025-11-24
2025-07-26,SKU0062,Jubilee Coconut Biscuit 90g,43,56.07,2432.02,2026-01-11
2025-07-26,SKU0065,Rio Wafer 18g,20,44.67,925.84,2026-03-14
2025-07-26,SKU0066,Rio Wafer 45g,38,21.4,798.75,2026-04-15
2025-07-26,SKU0068,English Biscuit White Bread Large,2,79.66,152.75,2025-07-03
2025-07-26,SKU0069,English Biscuit Brown Bread Medium,23,73.13,1678.86,2025-06-11
2025-07-26,SKU0070,English Biscuit Brown Bread Large,16,71.55,1121.33,2025-11-27
2025-07-26,SKU0071,Peek Freans Cake Rusk Regular,21,150.19,3284.86,2025-11-01
2025-07-26,SKU0072,Peek Freans Cake Rusk Chocolate,4,191.46,732.47,2025-11-20
2025-07-26,SKU0074,Bake Parlor Rusk Plain,0,114.16,0.0,2025-10-18
2025-07-26,SKU0076,Dawn White Bread Medium,33,89.52,3009.47,2025-11-05
2025-07-26,SKU0078,National Biryani Masala 100g,19,51.78,1017.31,2026-12-15
2025-07-26,SKU0080,National Nihari Masala 50g,37,74.85,2888.81,2027-05-07
2025-07-26,SKU0081,Shan Biryani Masala 50g,27,40.95,1073.81,2027-05-24
2025-07-26,SKU0083,Shan Chicken Tikka 50g,19,52.99,970.19,2027-01-31
2025-07-26,SKU0085,Mehran Seekh Kabab 50g,24,51.47,1230.36,2027-03-21
2025-07-26,SKU0086,Dalda Cooking Oil 1L,8,700.03,5488.54,2026-12-30
2025-07-26,SKU0087,Dalda Cooking Oil 2.5L,28,310.29,8424.68,2026-09-27
2025-07-26,SKU0088,Dalda Cooking Oil 5L,8,1034.02,8457.11,2026-10-24
2025-07-26,SKU0090,Habib Banaspati 2.5kg,12,344.02,4188.43,2027-02-27
2025-07-26,SKU0091,Eva Cooking Oil 1L,33,387.42,12205.44,2026-12-14
2025-07-26,SKU0093,Tapal Danedar Tea 190g,28,266.55,7484.91,2026-12-03
2025-07-26,SKU0094,Tapal Danedar Tea 475g,20,465.01,9073.05,2027-04-23
2025-07-26,SKU0098,Vital Tea 475g,30,346.22,10550.59,2027-01-16
2025-07-26,SKU0100,Sufi Basmati Rice 10kg,32,1230.04,40042.57,2027-02-25
2025-07-26,SKU0102,Guard Super Basmati 10kg,30,901.45,27647.0,2026-11-27
2025-07-26,SKU0103,Mehran Basmati Rice 5kg,23,650.88,15154.99,2026-11-21
2025-07-26,SKU0104,Shangrila Vermicelli 200g,18,99.49,1880.22,2026-07-23
2025-07-26,SKU0105,Shangrila Vermicelli 400g,14,102.06,1384.82,2026-07-07
2025-07-26,SKU0110,Shan Red Chilli Powder 200g,6,83.29,483.84,2027-03-04
2025-07-26,SKU0112,Lux Beauty Soap 3-pack,15,146.83,2191.78,2027-11-20
2025-07-26,SKU0113,Lux Beauty Soap 6-pack,20,255.81,5113.71,2028-06-22
2025-07-26,SKU0114,Lifebuoy Soap 3-pack,41,229.35,8979.35,2027-09-07
2025-07-26,SKU0116,Safeguard Soap 3-pack,11,179.26,1969.9,2028-01-14
2025-07-26,SKU0117,Dettol Soap 3-pack,3,189.53,546.23,2027-10-13
2025-07-26,SKU0118,Dove Beauty Bar 100g,26,177.77,4599.92,2027-09-16
2025-07-26,SKU0119,Dove Beauty Bar 3-pack,35,300.96,10393.09,2027-09-15
2025-07-26,SKU0121,Fair & Lovely Cream 50g,16,105.22,1693.59,2028-01-13
2025-07-26,SKU0123,Pond's Face Cream 50g,8,248.1,1959.78,2028-07-04
2025-07-26,SKU0124,Pantene Shampoo 180ml,25,389.99,9627.66,2027-12-15
2025-07-26,SKU0126,Pantene Shampoo 650ml,19,201.28,3764.26,2028-02-02
2025-07-26,SKU0127,Head & Shoulders Shampoo 185ml,18,445.74,7776.77,2028-04-20
2025-07-26,SKU0128,Head & Shoulders Shampoo 400ml,32,404.28,13088.07,2028-08-01
2025-07-26,SKU0129,Sunsilk Shampoo 180ml,29,257.35,7787.25,2028-08-05
2025-07-26,SKU0131,Clear Shampoo 185ml,31,386.64,12070.99,2028-03-03
2025-07-26,SKU0132,Clear Shampoo 400ml,2,384.11,797.78,2027-09-11
2025-07-26,SKU0133,Colgate Toothpaste 75g,24,116.87,2781.49,2027-10-27
2025-07-26,SKU0135,Close Up Toothpaste 75g,13,195.77,2530.74,2028-04-08
2025-07-26,SKU0136,Close Up Toothpaste 150g,28,109.65,3092.42,2027-10-03
2025-07-26,SKU0137,Sensodyne Toothpaste 75g,25,279.78,7156.77,2028-09-05
2025-07-26,SKU0138,Surf Excel Detergent 1kg,25,1295.0,31943.73,2027-11-04
2025-07-26,SKU0139,Surf Excel Detergent 3kg,11,1148.22,12633.93,2028-03-24
2025-07-26,SKU0140,Surf Excel Detergent 6kg,14,1065.64,15167.17,2027-11-21
2025-07-26,SKU0141,Ariel Detergent 1kg,31,719.5,22128.59,2028-05-13
2025-07-26,SKU0142,Ariel Detergent 3kg,28,569.05,15211.73,2028-04-21
2025-07-26,SKU0143,Bonus Detergent 1kg,31,570.77,17528.02,2028-03-31
2025-07-26,SKU0144,Bonus Detergent 3kg,29,277.9,8243.94,2028-08-07
2025-07-26,SKU0145,Wheel Detergent 1kg,24,131.51,3232.31,2028-01-18
2025-07-26,SKU0147,Harpic Toilet Cleaner 1L,11,273.89,3134.95,2028-03-25
2025-07-26,SKU0148,Dettol Disinfectant 500ml,24,270.99,6745.89,2028-04-21
2025-07-26,SKU0150,Vim Dishwash Bar 250g,32,74.42,2485.37,2027-09-01
2025-07-26,SKU0151,Vim Dishwash Bar 500g,25,98.09,2354.96,2028-09-12
2025-07-26,SKU0152,K&N's Chicken Nuggets 500g,29,553.78,16155.39,2026-07-03
2025-07-26,SKU0153,K&N's Chicken Nuggets 1kg,23,732.62,17124.49,2026-06-24
2025-07-26,SKU0156,Menu Plain Paratha 20-pack,11,245.1,2797.03,2026-09-23
2025-07-26,SKU0157,Menu Plain Paratha 30-pack,28,374.91,10462.67,2026-01-21
2025-07-26,SKU0158,Makkhan Paratha 20-pack,5,223.36,1122.56,2026-06-15
2025-07-26,SKU0159,Walls Ice Cream Cornetto Single,6,82.04,471.02,2026-05-12
2025-07-27,SKU0001,Nestle Everyday Milk 1L,18,160.27,2813.1,2025-10-03
2025-07-27,SKU0005,Olpers Full Cream Milk 500ml,11,248.34,2678.06,2025-06-23
2025-07-27,SKU0006,Haleeb Fresh Milk 1L,17,216.19,3837.74,2025-06-24
2025-07-27,SKU0007,Haleeb Fresh Milk 500ml,19,181.31,3545.79,2025-09-21
2025-07-27,SKU0008,Nurpur Milk 1L,11,149.39,1711.9,2025-09-29
2025-07-27,SKU0012,Nestle Yogurt 900g,0,72.85,0.0,2025-08-29
2025-07-27,SKU0013,Tarang Dahi 500g,8,121.81,994.53,2025-08-27
2025-07-27,SKU0014,Tarang Dahi 1kg,1,127.69,128.74,2025-11-14
2025-07-27,SKU0015,Olpers Cheese Slices 200g,12,204.42,2415.16,2026-01-15
2025-07-27,SKU0016,Olpers Cheese Slices 400g,18,232.22,4014.04,2026-01-26
2025-07-27,SKU0017,Nurpur Butter 200g,6,263.73,1505.29,2025-11-27
2025-07-27,SKU0019,Coca Cola Coke 500ml,3,53.14,160.83,2026-08-31
2025-07-27,SKU0021,Coca Cola Coke 2.25L,4,120.16,496.74,2026-09-16
2025-07-27,SKU0024,Pepsi Pepsi 1.5L,8,140.83,1087.74,2026-02-13
2025-07-27,SKU0025,Pepsi Pepsi 2.25L,18,110.71,1922.09,2026-08-15
2025-07-27,SKU0026,7UP 7UP 250ml,13,143.3,1778.15,2026-03-17
2025-07-27,SKU0028,7UP 7UP 1.5L,13,85.11,1079.29,2026-04-24
2025-07-27,SKU0029,Sprite Sprite 250ml,9,120.31,1069.72,2026-06-24
2025-07-27,SKU0032,Fanta Orange 500ml,17,96.43,1642.34,2026-03-11
2025-07-27,SKU0033,Fanta Orange 1.5L,5,77.25,389.91,2026-09-03
2025-07-27,SKU0035,Shezan Mango Juice 1L,8,133.08,1023.57,2026-03-03
2025-07-27,SKU0037,Nestle Pure Life Water 500ml,4,43.78,181.56,2027-02-11
2025-07-27,SKU0039,Aquafina Water 500ml,11,33.38,383.58,2027-05-21
2025-07-27,SKU0040,Aquafina Water 1.5L,0,46.63,0.0,2027-08-11
2025-07-27,SKU0041,Gourmet Green Tea 25 bags,15,247.17,3732.14,2027-05-15
2025-07-27,SKU0043,Gourmet Green Tea 100 bags,14,300.65,4303.21,2026-10-20
2025-07-27,SKU0044,Lipton Yellow Label Tea 100 bags,14,408.12,5646.97,2026-10-23
2025-07-27,SKU0046,Vital Energy Drink 250ml,21,81.95,1795.62,2026-06-04
2025-07-27,SKU0048,Lays Masala Chips 68g,10,87.27,869.45,2025-12-28
2025-07-27,SKU0052,Kolson Slanty 40g,19,42.2,801.56,2025-11-07
2025-07-27,SKU0053,Super Crisp Nimko 100g,2,87.85,180.44,2025-10-18
2025-07-27,SKU0054,Super Crisp Nimko 200g,5,81.0,404.14,2025-11-17
2025-07-27,SKU0055,Cheetos Crunchy 48g,4,42.95,169.84,2026-02-14
2025-07-27,SKU0058,Peek Freans Sooper Biscuit Family Pack,10,72.31,716.91,2026-03-23
2025-07-27,SKU0059,Peek Freans Sooper Biscuit Half Roll,2,68.8,141.65,2025-10-23
2025-07-27,SKU0060,Peek Freans Chocolate Chip 90g,12,65.18,818.24,2026-04-21
2025-07-27,SKU0061,Jubilee Chocolate Biscuit 90g,11,51.42,544.99,2026-04-10
2025-07-27,SKU0062,Jubilee Coconut Biscuit 90g,24,56.07,1323.26,2026-04-10
2025-07-27,SKU0065,Rio Wafer 18g,10,44.67,452.75,2025-10-20
2025-07-27,SKU0066,Rio Wafer 45g,19,21.4,393.73,2026-03-27
2025-07-27,SKU0068,English Biscuit White Bread Large,3,79.66,242.92,2025-05-31
2025-07-27,SKU0069,English Biscuit Brown Bread Medium,10,73.13,757.63,2025-06-11
2025-07-27,SKU0070,English Biscuit Brown Bread Large,10,71.55,718.19,2025-08-03
2025-07-27,SKU0071,Peek Freans Cake Rusk Regular,9,150.19,1329.43,2025-08-13
2025-07-27,SKU0072,Peek Freans Cake Rusk Chocolate,4,191.46,783.47,2025-11-12
2025-07-27,SKU0074,Bake Parlor Rusk Plain,1,114.16,119.69,2025-10-27
2025-07-27,SKU0076,Dawn White Bread Medium,18,89.52,1637.86,2025-07-15
2025-07-27,SKU0078,National Biryani Masala 100g,10,51.78,538.11,2027-07-12
2025-07-27,SKU0080,National Nihari Masala 50g,20,74.85,1502.22,2027-05-30
2025-07-27,SKU0081,Shan Biryani Masala 50g,15,40.95,615.06,2027-07-24
2025-07-27,SKU0083,Shan Chicken Tikka 50g,11,52.99,609.01,2026-11-14
2025-07-27,SKU0085,Mehran Seekh Kabab 50g,10,51.47,539.95,2026-10-28
2025-07-27,SKU0086,Dalda Cooking Oil 1L,5,700.03,3636.34,2026-09-12
2025-07-27,SKU0087,Dalda Cooking Oil 2.5L,12,310.29,3866.0,2026-07-21
2025-07-27,SKU0088,Dalda Cooking Oil 5L,4,1034.02,4093.74,2026-11-04
2025-07-27,SKU0090,Habib Banaspati 2.5kg,5,344.02,1669.65,2027-02-24
2025-07-27,SKU0091,Eva Cooking Oil 1L,15,387.42,5982.79,2027-02-24
2025-07-27,SKU0093,Tapal Danedar Tea 190g,11,266.55,2947.68,2026-12-17
2025-07-27,SKU0094,Tapal Danedar Tea 475g,7,465.01,3180.18,2027-03-20
2025-07-27,SKU0098,Vital Tea 475g,13,346.22,4657.26,2027-03-28
2025-07-27,SKU0100,Sufi Basmati Rice 10kg,15,1230.04,17849.58,2027-04-24
2025-07-27,SKU0102,Guard Super Basmati 10kg,12,901.45,10581.55,2027-03-09
2025-07-27,SKU0103,Mehran Basmati Rice 5kg,14,650.88,9133.74,2026-10-31
2025-07-27,SKU0104,Shangrila Vermicelli 200g,7,99.49,692.66,2026-04-09
2025-07-27,SKU0105,Shangrila Vermicelli 400g,7,102.06,727.78,2026-06-09
2025-07-27,SKU0110,Shan Red Chilli Powder 200g,4,83.29,342.87,2027-02-11
2025-07-27,SKU0112,Lux Beauty Soap 3-pack,11,146.83,1607.66,2027-11-13
2025-07-27,SKU0113,Lux Beauty Soap 6-pack,12,255.81,3177.07,2028-06-22
2025-07-27,SKU0114,Lifebuoy Soap 3-pack,21,229.35,4909.37,2028-06-06
2025-07-27,SKU0116,Safeguard Soap 3-pack,3,179.26,562.43,2028-02-05
2025-07-27,SKU0117,Dettol Soap 3-pack,2,189.53,396.73,2027-09-03
2025-07-27,SKU0118,Dove Beauty Bar 100g,16,177.77,2782.1,2027-11-03
2025-07-27,SKU0119,Dove Beauty Bar 3-pack,17,300.96,5364.85,2027-09-15
2025-07-27,SKU0121,Fair & Lovely Cream 50g,7,105.22,702.51,2028-04-01
2025-07-27,SKU0123,Pond's Face Cream 50g,4,248.1,997.18,2028-04-15
2025-07-27,SKU0124,Pantene Shampoo 180ml,7,389.99,2797.62,2028-04-28
2025-07-27,SKU0126,Pantene Shampoo 650ml,6,201.28,1155.62,2028-05-21
2025-07-27,SKU0127,Head & Shoulders Shampoo 185ml,11,445.74,4703.99,2028-06-03
2025-07-27,SKU0128,Head & Shoulders Shampoo 400ml,17,404.28,6651.67,2028-03-23
2025-07-27,SKU0129,Sunsilk Shampoo 180ml,15,257.35,3690.74,2028-02-02
2025-07-27,SKU0131,Clear Shampoo 185ml,16,386.64,6469.81,2028-05-22
2025-07-27,SKU0132,Clear Shampoo 400ml,0,384.11,0.0,2028-05-31
2025-07-27,SKU0133,Colgate Toothpaste 75g,12,116.87,1423.79,2027-10-27
2025-07-27,SKU0135,Close Up Toothpaste 75g,6,195.77,1222.95,2028-03-13
2025-07-27,SKU0136,Close Up Toothpaste 150g,13,109.65,1483.32,2028-06-06
2025-07-27,SKU0137,Sensodyne Toothpaste 75g,10,279.78,2880.08,2028-04-21
2025-07-27,SKU0138,Surf Excel Detergent 1kg,12,1295.0,15330.3,2028-01-29
2025-07-27,SKU0139,Surf Excel Detergent 3kg,11,1148.22,12452.88,2028-01-29
2025-07-27,SKU0140,Surf Excel Detergent 6kg,5,1065.64,5343.46,2028-01-28
2025-07-27,SKU0141,Ariel Detergent 1kg,13,719.5,9275.73,2028-09-17
2025-07-27,SKU0142,Ariel Detergent 3kg,14,569.05,7897.73,2027-07-19
2025-07-27,SKU0143,Bonus Detergent 1kg,18,570.77,10278.7,2028-10-25
2025-07-27,SKU0144,Bonus Detergent 3kg,15,277.9,4262.46,2027-10-11
2025-07-27,SKU0145,Wheel Detergent 1kg,16,131.51,2055.49,2027-08-24
2025-07-27,SKU0147,Harpic Toilet Cleaner 1L,9,273.89,2513.85,2028-01-17
2025-07-27,SKU0148,Dettol Disinfectant 500ml,15,270.99,4120.04,2028-02-13
2025-07-27,SKU0150,Vim Dishwash Bar 250g,13,74.42,1000.74,2027-10-14
2025-07-27,SKU0151,Vim Dishwash Bar 500g,13,98.09,1328.6,2028-08-01
2025-07-27,SKU0152,K&N's Chicken Nuggets 500g,16,553.78,8973.51,2026-06-09
2025-07-27,SKU0153,K&N's Chicken Nuggets 1kg,14,732.62,10238.22,2026-08-16
2025-07-27,SKU0156,Menu Plain Paratha 20-pack,5,245.1,1248.03,2026-05-28
